Country,Year,Y,Ymu,Yvar,YmuMinus,YmuPlus,AE,APE,CI
IRQ,2020,,923213.9270738544,1.000055761968077,-140610.5169346273,1987038.371082336,,,2127649.0
IRQ,2021,,923213.9271304653,1.000055761968077,-140610.5168780164,1987038.371138947,,,2127649.0
IRQ,2022,,923213.9271733064,1.000055761968077,-140610.5168351753,1987038.371181788,,,2127649.0
IRQ,2023,,923213.9272026493,1.000055761968077,-140610.5168058324,1987038.371211131,,,2127649.0
KEN,2017,13262.0,13875.90923753312,0.6467889729254859,6563.136733087604,21188.68174197863,614.0,5.0,14626.0
KEN,2018,14735.0,14095.74033400555,0.6516073017562352,6755.779701029914,21435.70096698118,639.0,4.0,14680.0
KEN,2019,,14258.55060465481,0.6588485581496294,6877.91847581998,21639.18273348963,,,14761.0
KEN,2020,,14362.2765311696,0.6691214571249151,6924.326816090991,21800.22624624821,,,14876.0
KEN,2021,,14406.39382856922,0.6829973725609528,6891.717559506556,21921.07009763188,,,15029.0
KEN,2022,,14391.89645394877,0.7009543546992016,6779.075274836811,22004.71763306073,,,15226.0
KEN,2023,,14321.21120336669,0.7233238100730555,6587.870570011749,22054.55183672162,,,15467.0
LBN,2017,14551.0,13559.00522100042,0.9004152171680521,3185.015418041157,23932.99502395968,992.0,7.0,20748.0
LBN,2018,13614.0,13601.33243025799,0.949873443544539,2946.238644918381,24256.42621559761,13.0,0.0,21310.0
LBN,2019,,13853.59996112315,1.061024158221619,2592.338551709861,25114.86137053643,,,22523.0
LBN,2020,,14345.39380156856,1.283601356942745,1959.153894983763,26731.63370815336,,,24772.0
LBN,2021,,15093.63747088476,1.691248730508255,875.976776013662,29311.29816575586,,,28435.0
LBN,2022,,16101.27246404884,2.3857115690652,-784.9836543523197,32987.52858245,,,33773.0
LBN,2023,,17356.91941881202,3.499015662461693,-3093.270565417606,37807.10940304166,,,40900.0
LBR,2017,9353.0,-2896.997591977299,0.1684594378975266,-218415.6252605832,212621.6300766286,12250.0,131.0,431037.0
LBR,2018,8413.0,-3496.330713451782,0.1848795601754425,-229274.3137580063,222281.6523311028,11909.0,142.0,451556.0
LBR,2019,,-2070.090210812283,0.2066798691457077,-240788.6734481391,236648.4930265145,,,477437.0
LBR,2020,,1231.177024151431,0.2346255983831889,-253114.7784345804,255577.1324828833,,,508692.0
